id_venda;id_pedido;id_produto;id_cliente;id_loja;data_pedido;quantidade;preco_unitario;valor_desconto;custo_frete;status_pedido;metodo_pagamento;nota_fiscal;nome_produto;categoria_produto;subcategoria_produto;preco_custo;preco_venda;peso_kg;fornecedor_id;nome_fornecedor;data_cadastro_produto;em_estoque;nome_cliente;email_cliente;telefone_cliente;data_cadastro_cliente;segmento_cliente;cidade_cliente;estado_cliente;nome_loja;endereco_loja;cidade_loja;estado_loja;regiao_loja;gerente_loja;data_inauguracao;tipo_loja
1211;229;2;49;4;16/04/2023;2.0;676.71;324.82;36.21;Concluído;Cartão de Crédito;NF-92567;Produto 2;Alimentos;Carnes;50.91;623.78;32.72;8;Fornecedor 9;01/04/2022;True;Cliente 49;cliente49@email.com;(11) 91902-5067;30/10/2022;Varejo;Rio de Janeiro;RJ;Loja 4;Endereço da Loja 4;Rio de Janeiro;RJ;Sul;Gerente 4;06/01/2019;Centro Comercial
1212;191;5;38;6;25/12/2023;9.0;279.17;276.38;38.09;Concluído;Dinheiro;NF-61255;Produto 5;Alimentos;Carnes;443.12;288.03;33.94;13;Fornecedor 5;11/03/2023;True;Cliente 38;cliente38@email.com;(11) 94771-9726;13/04/2022;Premium;Recife;MG;Loja 6;Endereço da Loja 6;Porto Alegre;RS;Nordeste;Gerente 6;07/12/2017;Shopping
1213;230;82;25;2;10/02/2023;3.0;836.79;75.31;44.7;Concluído;Pix;NF-43755;Produto 82;Roupas;Camisetas;273.55;864.72;18.64;12;Fornecedor 3;04/05/2023;True;Cliente 25;cliente25@email.com;(11) 92371-1360;29/12/2022;Premium;Rio de Janeiro;SP;Loja 2;Endereço da Loja 2;Belo Horizonte;MG;Nordeste;Gerente 2;05/03/2015;Shopping
1214;231;12;44;2;05/07/2023;2.0;883.86;424.25;29.48;Concluído;Boleto;NF-81449;Produto 12;Livros;Infantis;54.15;842.86;15.46;1;Fornecedor 9;01/09/2023;True;Cliente 44;cliente44@email.com;(11) 97285-2408;16/10/2022;Corporativo;Rio de Janeiro;MG;Loja 2;Endereço da Loja 2;Porto Alegre;RS;Nordeste;Gerente 2;29/10/2015;Rua
1215;83;6;29;9;24/02/2023;9.0;182.33;114.87;46.04;Concluído;Boleto;NF-12358;Produto 6;Alimentos;Laticínios;473.26;173.94;38.83;10;Fornecedor 7;28/01/2022;False;Cliente 29;cliente29@email.com;(11) 99250-8257;11/03/2022;Premium;São Paulo;RS;Loja 9;Endereço da Loja 9;Rio de Janeiro;RJ;Sul;Gerente 9;06/02/2019;Shopping
1216;62;17;44;9;24/03/2023;8.0;572.96;1375.1;49.5;Concluído;Pix;NF-45569;Produto 17;Móveis;Cadeiras;36.77;584.98;47.57;2;Fornecedor 3;10/08/2022;True;Cliente 44;cliente44@email.com;(11) 98453-1984;04/01/2022;Premium;São Paulo;RS;Loja 9;Endereço da Loja 9;Porto Alegre;RS;Sudeste;Gerente 9;20/10/2017;Shopping
1217;232;14;25;10;05/10/2023;8.0;1050.02;;22.72;Concluído;Pix;NF-57986;Produto 14;Móveis;Cadeiras;88.6;982.83;25.27;5;Fornecedor 13;01/02/2023;True;Cliente 25;cliente25@email.com;(11) 92904-8193;09/04/2022;Corporativo;Porto Alegre;PE;Loja 10;Endereço da Loja 10;Porto Alegre;RS;Sul;Gerente 10;05/06/2017;Rua
1218;141;62;9;3;05/11/2023;3.0;256.75;92.43;11.1;Concluído;Pix;NF-18828;Produto 62;Eletrônicos;Notebooks;468.17;257.92;26.08;3;Fornecedor 6;04/04/2023;True;Cliente 9;cliente9@email.com;(11) 96613-5319;26/11/2022;Corporativo;São Paulo;RJ;Loja 3;Endereço da Loja 3;Rio de Janeiro;RJ;Sudeste;Gerente 3;23/06/2019;Centro Comercial
1219;223;14;5;10;16/02/2023;3.0;403.63;217.96;35.37;Concluído;Pix;NF-93779;Produto 14;Livros;Técnicos;25.36;418.85;9.25;5;Fornecedor 14;07/04/2022;True;Cliente 5;cliente5@email.com;(11) 93662-5692;02/08/2022;Varejo;São Paulo;SP;Loja 10;Endereço da Loja 10;São Paulo;SP;Sudeste;Gerente 10;12/08/2017;Shopping
1220;142;7;36;9;12/04/2023;7.0;485.66;815.91;26.77;Concluído;Cartão de Crédito;NF-34776;Produto 7;Móveis;Camas;75.39;524.52;38.85;4;Fornecedor 7;23/12/2023;True;Cliente 36;cliente36@email.com;(11) 92432-6181;30/09/2022;Varejo;São Paulo;MG;Loja 9;Endereço da Loja 9;Recife;PE;Sudeste;Gerente 9;29/11/2016;Shopping
1221;30;25;49;7;15/10/2023;6.0;391.84;493.72;33.65;Concluído;Boleto;NF-23574;Produto 25;ALIMENTOS;Carnes;262.43;382.38;43.04;6;Fornecedor 5;03/03/2022;True;Cliente 49;cliente49@email.com;(11) 93524-1689;21/02/2022;Premium;São Paulo;RS;Loja 7;Endereço da Loja 7;Recife;PE;Sudeste;Gerente 7;05/01/2018;Centro Comercial
1222;71;81;49;10;20/06/2023;8.0;788.91;883.58;46.4;Concluído;Pix;NF-78783;Produto 81;Móveis;Mesas;283.17;791.42;10.9;4;Fornecedor 13;02/10/2022;True;Cliente 49;cliente49@email.com;(11) 97606-8576;23/05/2022;Premium;Belo Horizonte;RS;Loja 10;Endereço da Loja 10;Recife;PE;Nordeste;Gerente 10;23/02/2016;Rua
1223;166;44;39;2;31/08/2023;2.0;87.98;5.28;28.57;Concluído;Cartão de Crédito;NF-84936;Produto 44;Roupas;Jaquetas;29.24;95.81;40.26;14;Fornecedor 2;22/05/2022;True;Cliente 39;cliente39@email.com;(11) 95756-7025;15/10/2022;Varejo;Rio de Janeiro;SP;Loja 2;Endereço da Loja 2;Porto Alegre;RS;Nordeste;Gerente 2;22/01/2020;Centro Comercial
1224;55;14;24;3;23/06/2023;6.0;692.65;955.86;44.48;Em processamento;Pix;NF-72650;Produto 14;Móveis;Camas;376.72;719.85;18.69;7;Fornecedor 11;09/07/2022;True;Cliente 24;cliente24@email.com;(11) 94843-5825;16/05/2022;Premium;Porto Alegre;SP;Loja 3;Endereço da Loja 3;Rio de Janeiro;RJ;Sudeste;Gerente 3;05/06/2020;Shopping
1225;68;9;5;10;01/09/2023;9.0;279.43;477.83;5.21;Em processamento;Dinheiro;NF-97524;Produto 9;Livros;Biografias;229.11;284.97;39.99;14;Fornecedor 9;01/05/2023;True;Cliente 5;cliente5@email.com;(11) 98445-5352;31/10/2022;Varejo;Belo Horizonte;RS;Loja 10;Endereço da Loja 10;Belo Horizonte;MG;Nordeste;Gerente 10;03/04/2019;Shopping
1226;233;70;10;5;24/03/2023;8.0;21.46;6.87;32.39;Em processamento;Boleto;NF-71517;Produto 70;Eletrônicos;TVs;459.24;23.1;32.82;14;Fornecedor 13;09/11/2022;True;Cliente 10;cliente10@email.com;(11) 97686-5075;04/01/2022;Corporativo;Recife;PE;Loja 5;Endereço da Loja 5;Rio de Janeiro;RJ;Nordeste;Gerente 5;27/01/2018;Rua
1227;143;64;20;4;28/11/2023;8.0;159.97;358.33;30.08;Concluído;Boleto;NF-45357;Produto 64;Livros;Biografias;497.56;150.71;37.66;9;Fornecedor 5;27/10/2023;True;Cliente 20;cliente20@email.com;(11) 96357-2345;07/12/2022;Varejo;Belo Horizonte;SP;Loja 4;Endereço da Loja 4;Recife;PE;Nordeste;Gerente 4;28/10/2017;Rua
1228;65;98;21;7;06/03/2023;8.0;610.53;781.48;49.47;Concluído;Dinheiro;NF-89126;Produto 98;Roupas;Calças;375.82;663.24;19.36;9;Fornecedor 2;25/08/2023;True;Cliente 21;cliente21@email.com;(11) 91928-5403;25/05/2022;Corporativo;Belo Horizonte;MG;Loja 7;Endereço da Loja 7;Recife;PE;Sudeste;Gerente 7;14/04/2016;Rua
1229;234;56;13;3;29/11/2023;1.0;722.54;122.83;30.62;Concluído;Cartão de Crédito;NF-20695;Produto 56;Eletrônicos;Tablets;435.56;772.5;24.25;3;Fornecedor 7;15/06/2023;True;Cliente 13;cliente13@email.com;(11) 94266-7408;14/05/2022;Corporativo;São Paulo;RJ;Loja 3;Endereço da Loja 3;Recife;PE;Sudeste;Gerente 3;10/05/2017;Rua
1230;235;55;39;2;19/12/2023;4.0;884.9;424.75;19.86;Em processamento;Dinheiro;NF-78625;Produto 55;Eletrônicos;Tablets;72.72;849.9;47.4;1;Fornecedor 13;16/11/2022;True;Cliente 39;cliente39@email.com;(11) 97801-8724;20/01/2022;Corporativo;Belo Horizonte;MG;Loja 2;Endereço da Loja 2;Recife;PE;Sul;Gerente 2;11/05/2018;Rua
1231;165;9;31;7;10/09/2023;1.0;604.26;120.85;12.96;Concluído;Pix;NF-43160;Produto 9;Alimentos;Congelados;90.4;631.97;31.45;15;Fornecedor 3;09/03/2022;True;Cliente 31;cliente31@email.com;(11) 93260-3180;16/07/2022;Corporativo;São Paulo;PE;Loja 7;Endereço da Loja 7;Recife;PE;Sudeste;Gerente 7;16/11/2019;Shopping
1232;199;31;23;6;28/10/2023;2.0;432.54;129.76;35.29;Concluído;Pix;NF-47849;Produto 31;Móveis;Sofás;246.07;444.37;31.32;5;Fornecedor 6;02/02/2023;False;Cliente 23;cliente23@email.com;(11) 91648-8890;08/07/2022;Corporativo;Porto Alegre;RJ;Loja 6;Endereço da Loja 6;Recife;PE;Nordeste;Gerente 6;14/02/2017;Centro Comercial
1233;193;23;45;5;06/09/2023;6.0;81.58;73.42;40.8;Concluído;Cartão de Crédito;NF-28803;Produto 23;Eletrônicos;Áudio;153.97;79.12;36.82;14;Fornecedor 9;25/05/2023;True;Cliente 45;cliente45@email.com;(11) 95930-7352;15/10/2022;Premium;São Paulo;SP;Loja 5;Endereço da Loja 5;Recife;PE;Nordeste;Gerente 5;24/07/2020;Shopping
1234;7;60;40;5;19/06/2023;1.0;79.48;0.0;17.72;Concluído;Pix;NF-48848;Produto 60;Eletrônicos;Smartphones;344.56;86.96;29.1;13;Fornecedor 15;25/06/2023;True;Cliente 40;cliente40@email.com;(11) 91436-5325;15/11/2022;Varejo;São Paulo;SP;Loja 5;Endereço da Loja 5;Recife;PE;Sudeste;Gerente 5;11/09/2016;Shopping
1235;191;96;10;5;25/01/2023;6.0;847.48;305.09;29.68;Concluído;Dinheiro;NF-18067;Produto 96;Eletrônicos;Notebooks;411.35;826.35;22.88;4;Fornecedor 7;16/08/2022;True;Cliente 10;cliente10@email.com;(11) 97029-7818;06/01/2022;Corporativo;Belo Horizonte;RS;Loja 5;Endereço da Loja 5;Rio de Janeiro;RJ;Sudeste;Gerente 5;11/09/2015;Shopping
1236;159;65;9;6;12/05/2023;9.0;;148.79;33.96;Concluído;Pix;NF-34805;Produto 65;Roupas;Camisetas;343.94;533.62;40.93;6;Fornecedor 4;15/06/2023;True;Cliente 9;cliente9@email.com;(11) 93145-9198;30/10/2022;Corporativo;São Paulo;MG;Loja 6;Endereço da Loja 6;Recife;PE;Sul;Gerente 6;29/12/2019;Rua
1237;64;17;2;4;08/05/2023;5.0;636.42;636.42;48.05;Em processamento;Dinheiro;NF-39750;Produto 17;Livros;Ficção;300.15;657.43;2.24;11;Fornecedor 3;02/04/2022;True;Cliente 2;cliente2@email.com;(11) 96004-4544;04/09/2022;Premium;Belo Horizonte;MG;Loja 4;Endereço da Loja 4;São Paulo;SP;Sul;Gerente 4;02/06/2019;Shopping
1238;64;24;23;3;03/12/2023;7.0;932.49;1501.31;25.97;Concluído;Dinheiro;NF-99132;Produto 24;Alimentos;Bebidas;224.08;874.42;8.52;15;Fornecedor 12;05/03/2022;False;Cliente 23;cliente23@email.com;(11) 98276-6699;04/02/2022;Corporativo;Belo Horizonte;RJ;Loja 3;Endereço da Loja 3;Porto Alegre;RS;Sul;Gerente 3;21/04/2019;Shopping
1239;7;57;22;1;26/09/2023;3.0;626.65;563.98;41.96;Concluído;Cartão de Crédito;NF-39225;Produto 57;Alimentos;Laticínios;51.71;606.08;34.14;3;Fornecedor 4;13/12/2023;True;Cliente 22;cliente22@email.com;(11) 94047-6225;07/09/2022;Corporativo;Rio de Janeiro;MG;Loja 1;Endereço da Loja 1;Recife;PE;Nordeste;Gerente 1;03/04/2018;Centro Comercial
1240;236;78;8;4;16/09/2023;9.0;737.21;1393.33;5.85;Concluído;Boleto;NF-76991;Produto 78;Móveis;Sofás;176.24;708.67;35.55;14;Fornecedor 12;01/07/2023;True;Cliente 8;cliente8@email.com;(11) 93205-2139;08/01/2022;Varejo;Belo Horizonte;MG;Loja 4;Endereço da Loja 4;Porto Alegre;RS;Sul;Gerente 4;10/03/2016;Centro Comercial
1241;46;10;37;5;10/03/2023;8.0;707.04;1300.95;28.3;Concluído;Dinheiro;NF-86946;Produto 10;Alimentos;Congelados;237.94;701.98;48.18;6;Fornecedor 7;11/06/2023;False;Cliente 37;cliente37@email.com;(11) 99397-1815;07/03/2022;Premium;Porto Alegre;MG;Loja 5;Endereço da Loja 5;Belo Horizonte;MG;Sul;Gerente 5;05/10/2019;Shopping
1242;237;69;41;10;26/07/2023;7.0;50.85;3.56;20.72;Concluído;Dinheiro;NF-76050;Produto 69;Livros;Biografias;108.73;47.8;16.24;6;Fornecedor 9;21/10/2022;True;Cliente 41;cliente41@email.com;(11) 94362-8806;17/02/2022;Corporativo;Belo Horizonte;PE;Loja 10;Endereço da Loja 10;Belo Horizonte;MG;Sul;Gerente 10;12/04/2019;Centro Comercial
1243;90;9;9;1;06/04/2023;8.0;388.32;652.38;33.66;Concluído;Cartão de Crédito;NF-22648;Produto 9;Alimentos;Cereais;208.85;358.17;4.4;4;Fornecedor 3;07/11/2023;True;Cliente 9;cliente9@email.com;(11) 92571-1728;14/04/2022;Corporativo;Belo Horizonte;SP;Loja 1;Endereço da Loja 1;São Paulo;SP;Nordeste;Gerente 1;27/05/2018;Shopping
1244;194;79;39;6;15/04/2023;8.0;;767.98;9.92;Concluído;Dinheiro;NF-36273;Produto 79;Alimentos;Congelados;49.08;395.99;35.37;12;Fornecedor 10;10/08/2023;True;Cliente 39;cliente39@email.com;(11) 94249-7071;13/02/2022;Premium;Porto Alegre;PE;Loja 6;Endereço da Loja 6;Recife;PE;Sul;Gerente 6;19/02/2019;Rua
1245;147;44;33;7;11/10/2023;7.0;547.07;497.83;36.52;Concluído;Cartão de Crédito;NF-12670;Produto 44;Roupas;Vestidos;343.29;606.99;9.67;5;Fornecedor 7;08/06/2022;True;Cliente 33;cliente33@email.com;(11) 92610-9679;16/08/2022;Corporativo;Rio de Janeiro;RS;Loja 7;Endereço da Loja 7;Belo Horizonte;MG;Sudeste;Gerente 7;29/01/2019;Centro Comercial
1246;135;54;34;9;16/09/2023;4.0;958.44;;30.07;Concluído;Cartão de Crédito;NF-21412;Produto 54;Eletrônicos;Tablets;264.76;953.07;34.17;11;Fornecedor 14;06/10/2023;True;Cliente 34;cliente34@email.com;(11) 91760-5451;20/01/2022;Premium;Porto Alegre;RJ;Loja 9;Endereço da Loja 9;Recife;PE;Sul;Gerente 9;23/12/2018;Centro Comercial
1247;141;8;36;5;17/01/2023;8.0;101.96;220.23;13.95;Concluído;Cartão de Crédito;NF-21271;Produto 8;Livros;Biografias;184.92;103.78;45.17;4;Fornecedor 9;16/11/2023;False;Cliente 36;cliente36@email.com;(11) 97846-6038;22/08/2022;Varejo;São Paulo;MG;Loja 5;Endereço da Loja 5;Belo Horizonte;MG;Sul;Gerente 5;13/12/2020;Rua
1248;122;50;30;7;26/02/2023;1.0;91.83;9.18;34.02;Concluído;Boleto;NF-10645;Produto 50;Livros;Autoajuda;445.66;99.53;20.28;7;Fornecedor 3;31/03/2022;True;Cliente 30;cliente30@email.com;(11) 92727-5592;25/02/2022;Premium;São Paulo;MG;Loja 7;Endereço da Loja 7;Rio de Janeiro;RJ;Sul;Gerente 7;16/04/2019;Shopping
1249;189;7;4;1;08/02/2023;3.0;66.15;53.58;12.82;Concluído;Pix;NF-13061;Produto 7;Livros;Autoajuda;240.22;61.91;32.57;5;Fornecedor 12;23/11/2023;True;Cliente 4;cliente4@email.com;(11) 93888-5443;04/03/2022;Corporativo;Porto Alegre;SP;Loja 1;Endereço da Loja 1;Porto Alegre;RS;Nordeste;Gerente 1;13/04/2019;Shopping
1250;17;21;11;9;31/08/2023;7.0;627.93;;10.01;Concluído;Boleto;NF-83246;Produto 21;Livros;Ficção;308.01;608.67;16.64;10;Fornecedor 15;06/05/2022;True;Cliente 11;cliente11@email.com;(11) 94581-9692;11/11/2022;Premium;São Paulo;SP;Loja 9;Endereço da Loja 9;São Paulo;SP;Sudeste;Gerente 9;29/08/2016;Shopping
1251;94;66;9;8;20/09/2023;2.0;724.61;260.86;43.24;Em processamento;Dinheiro;NF-59828;Produto 66;Livros;Biografias;403.33;707.76;15.77;13;Fornecedor 13;25/01/2022;True;Cliente 9;cliente9@email.com;(11) 93934-6033;18/04/2022;Varejo;Rio de Janeiro;RS;Loja 8;Endereço da Loja 8;São Paulo;SP;Sul;Gerente 8;19/04/2017;Shopping
1252;238;79;22;6;13/08/2023;7.0;145.59;20.38;43.08;Concluído;Pix;NF-18143;Produto 79;Móveis;Armários;152.6;142.59;43.4;14;Fornecedor 11;04/11/2022;False;Cliente 22;cliente22@email.com;(11) 93952-1855;31/10/2022;Corporativo;São Paulo;RJ;Loja 6;Endereço da Loja 6;Porto Alegre;RS;Nordeste;Gerente 6;29/02/2020;Centro Comercial
1253;207;45;40;2;23/05/2023;3.0;226.35;6.79;28.23;Concluído;Boleto;NF-41969;Produto 45;Móveis;Armários;90.66;209.56;37.11;3;Fornecedor 6;04/07/2023;True;Cliente 40;cliente40@email.com;(11) 99267-8044;11/07/2022;Premium;Belo Horizonte;PE;Loja 2;Endereço da Loja 2;Porto Alegre;RS;Sul;Gerente 2;05/09/2020;Rua
1254;156;20;36;10;05/10/2023;4.0;511.73;;17.88;Concluído;Dinheiro;NF-50080;Produto 20;Alimentos;Bebidas;123.29;498.94;25.48;14;Fornecedor 11;24/06/2023;True;Cliente 36;cliente36@email.com;(11) 91116-8224;05/08/2022;Premium;São Paulo;RS;Loja 10;Endereço da Loja 10;São Paulo;SP;Nordeste;Gerente 10;01/08/2018;Shopping
1255;60;50;7;7;23/02/2023;8.0;710.22;454.54;41.77;Concluído;Cartão de Crédito;NF-14110;Produto 50;Roupas;Calças;37.16;686.92;17.64;1;Fornecedor 14;03/11/2022;True;Cliente 7;cliente7@email.com;(11) 99869-9402;15/09/2022;Corporativo;Belo Horizonte;PE;Loja 7;Endereço da Loja 7;Rio de Janeiro;RJ;Sudeste;Gerente 7;24/03/2016;Centro Comercial
1256;207;77;14;6;07/05/2023;7.0;678.94;998.04;30.64;Concluído;Boleto;NF-89898;Produto 77;Eletrônicos;TVs;193.83;733.12;41.67;15;Fornecedor 12;02/03/2023;True;Cliente 14;cliente14@email.com;(11) 96382-4983;27/02/2022;Premium;São Paulo;RJ;Loja 6;Endereço da Loja 6;São Paulo;SP;Sul;Gerente 6;05/07/2019;Rua
1257;239;14;9;7;02/04/2023;6.0;232.23;181.14;12.54;Em processamento;Pix;NF-39214;Produto 14;Alimentos;Cereais;184.14;240.01;1.09;7;Fornecedor 11;29/04/2023;True;Cliente 9;cliente9@email.com;(11) 99948-5293;30/04/2022;Corporativo;Rio de Janeiro;RS;Loja 7;Endereço da Loja 7;Porto Alegre;RS;Sul;Gerente 7;19/09/2019;Centro Comercial
1258;234;20;44;7;11/01/2023;5.0;415.19;602.03;29.56;Concluído;Boleto;NF-76941;Produto 20;Alimentos;Bebidas;21.06;445.08;3.39;14;Fornecedor 12;06/06/2023;True;Cliente 44;cliente44@email.com;(11) 92746-8896;27/11/2022;Corporativo;São Paulo;MG;Loja 7;Endereço da Loja 7;São Paulo;SP;Sul;Gerente 7;12/07/2015;Rua
1259;240;17;14;2;12/10/2023;4.0;221.57;97.49;34.83;Concluído;Boleto;NF-65433;Produto 17;Livros;Biografias;217.78;221.15;10.67;4;Fornecedor 2;02/09/2022;True;Cliente 14;cliente14@email.com;(11) 94974-3504;09/04/2022;Premium;São Paulo;MG;Loja 2;Endereço da Loja 2;Rio de Janeiro;RJ;Nordeste;Gerente 2;14/09/2020;Centro Comercial
1260;150;30;43;6;29/07/2023;4.0;722.66;346.88;43.37;Concluído;Boleto;NF-78570;Produto 30;Roupas;Camisetas;327.37;794.96;23.03;1;Fornecedor 5;15/02/2022;False;Cliente 43;cliente43@email.com;(11) 94356-8522;14/11/2022;Premium;Recife;MG;Loja 6;Endereço da Loja 6;Porto Alegre;RS;Sul;Gerente 6;25/09/2020;Rua
1261;154;16;26;9;22/11/2023;4.0;764.21;855.92;25.81;Concluído;Boleto;NF-77105;Produto 16;Roupas;Vestidos;107.86;698.84;16.0;12;Fornecedor 12;10/08/2023;True;Cliente 26;cliente26@email.com;(11) 96062-5665;08/04/2022;Premium;Recife;PE;Loja 9;Endereço da Loja 9;Recife;PE;Sudeste;Gerente 9;21/12/2020;Rua
1262;241;100;2;7;11/07/2023;1.0;646.65;116.4;39.74;Concluído;Cartão de Crédito;NF-75233;Produto 100;Móveis;Sofás;45.04;652.14;40.02;10;Fornecedor 12;22/02/2023;True;Cliente 2;cliente2@email.com;(11) 91816-4612;29/11/2022;Premium;Porto Alegre;RJ;Loja 7;Endereço da Loja 7;Rio de Janeiro;RJ;Sudeste;Gerente 7;25/08/2018;Centro Comercial
1263;178;19;2;5;23/09/2023;8.0;559.5;939.96;21.79;Concluído;Pix;NF-24838;Produto 19;Móveis;Armários;243.93;556.49;33.77;14;Fornecedor 8;29/03/2022;False;Cliente 2;cliente2@email.com;(11) 97746-7139;20/01/2022;Corporativo;Belo Horizonte;RS;Loja 5;Endereço da Loja 5;Belo Horizonte;MG;Sul;Gerente 5;13/12/2020;Centro Comercial
1264;106;51;28;9;29/04/2023;9.0;279.55;251.6;30.89;Concluído;Pix;NF-96921;Produto 51;Móveis;Camas;21.28;275.35;31.27;8;Fornecedor 10;22/12/2023;False;Cliente 28;cliente28@email.com;(11) 91782-1096;16/03/2022;Varejo;Porto Alegre;PE;Loja 9;Endereço da Loja 9;Porto Alegre;RS;Sudeste;Gerente 9;26/03/2017;Shopping
1265;50;63;15;2;28/06/2023;7.0;398.48;306.83;31.64;Cancelado;Boleto;NF-54006;Produto 63;Móveis;Camas;118.92;368.22;2.09;8;Fornecedor 8;12/07/2022;True;Cliente 15;cliente15@email.com;(11) 99078-7924;28/10/2022;Varejo;Porto Alegre;RS;Loja 2;Endereço da Loja 2;Rio de Janeiro;RJ;Sul;Gerente 2;07/03/2016;Centro Comercial
1266;178;76;5;9;20/08/2023;7.0;1035.63;434.96;14.82;Concluído;Dinheiro;NF-21398;Produto 76;Eletrônicos;Tablets;19.19;972.08;28.03;13;Fornecedor 5;19/09/2023;False;Cliente 5;cliente5@email.com;(11) 92244-1657;13/06/2022;Premium;São Paulo;PE;Loja 9;Endereço da Loja 9;Porto Alegre;RS;Sul;Gerente 9;25/11/2015;Centro Comercial
1267;170;8;43;9;23/09/2023;7.0;690.71;918.64;26.97;Concluído;Cartão de Crédito;NF-81706;Produto 8;Alimentos;Congelados;234.5;754.57;4.09;2;Fornecedor 11;02/11/2023;True;Cliente 43;cliente43@email.com;(11) 94329-9293;12/07/2022;Corporativo;Belo Horizonte;RS;Loja 9;Endereço da Loja 9;Rio de Janeiro;RJ;Sudeste;Gerente 9;16/06/2017;Rua
1268;25;42;43;1;08/12/2023;7.0;;409.99;42.4;Concluído;Boleto;NF-96891;Produto 42;Roupas;Calçados;208.5;600.49;25.38;10;Fornecedor 12;24/10/2023;True;Cliente 43;cliente43@email.com;(11) 93178-1838;20/01/2022;Corporativo;Belo Horizonte;PE;Loja 1;Endereço da Loja 1;Rio de Janeiro;RJ;Sul;Gerente 1;05/08/2020;Shopping
1269;225;26;34;4;16/07/2023;;61.62;8.01;45.74;Concluído;Cartão de Crédito;NF-93947;Produto 26;Eletrônicos;Tablets;248.35;59.64;4.18;9;Fornecedor 5;07/05/2023;True;Cliente 34;cliente34@email.com;(11) 91577-3161;22/09/2022;Varejo;Recife;SP;Loja 4;Endereço da Loja 4;São Paulo;SP;Nordeste;Gerente 4;21/04/2017;Shopping
1270;74;28;45;5;29/05/2023;4.0;687.94;302.69;17.66;Concluído;Pix;NF-87530;Produto 28;Livros;Biografias;234.74;644.91;11.67;10;Fornecedor 13;01/02/2022;True;Cliente 45;cliente45@email.com;(11) 99330-3137;12/11/2022;Premium;Porto Alegre;PE;Loja 5;Endereço da Loja 5;Rio de Janeiro;RJ;Sul;Gerente 5;02/06/2018;Rua
1271;173;42;43;8;23/12/2023;8.0;202.77;210.88;17.26;Concluído;Boleto;NF-47306;Produto 42;Alimentos;Cereais;43.66;206.0;7.89;15;Fornecedor 10;15/12/2023;True;Cliente 43;cliente43@email.com;(11) 92192-3816;04/05/2022;Corporativo;Rio de Janeiro;SP;Loja 8;Endereço da Loja 8;São Paulo;SP;Sudeste;Gerente 8;08/11/2019;Rua
1272;119;98;4;1;10/07/2023;9.0;613.75;165.71;7.91;Concluído;Boleto;NF-86668;Produto 98;Alimentos;Bebidas;131.75;593.51;44.76;7;Fornecedor 11;11/03/2023;True;Cliente 4;cliente4@email.com;(11) 95067-7206;04/08/2022;Corporativo;Belo Horizonte;SP;Loja 1;Endereço da Loja 1;Recife;PE;Sudeste;Gerente 1;29/02/2016;Rua
1273;72;16;30;2;07/09/2023;3.0;;124.19;20.83;Em processamento;Boleto;NF-51794;Produto 16;Roupas;Camisetas;370.73;350.54;8.59;8;Fornecedor 12;14/04/2023;True;Cliente 30;cliente30@email.com;(11) 94409-9243;05/05/2022;Premium;Belo Horizonte;PE;Loja 2;Endereço da Loja 2;Porto Alegre;RS;Nordeste;Gerente 2;25/03/2019;Centro Comercial
1274;66;74;43;3;24/12/2023;5.0;302.44;151.22;46.82;Concluído;Dinheiro;NF-24433;Produto 74;Roupas;Camisetas;435.2;312.22;23.85;14;Fornecedor 3;12/10/2023;False;Cliente 43;cliente43@email.com;(11) 91750-6594;05/11/2022;Varejo;Belo Horizonte;RS;Loja 3;Endereço da Loja 3;Belo Horizonte;MG;Sul;Gerente 3;02/03/2020;Rua
1275;242;11;35;7;27/11/2023;2.0;357.9;35.79;29.06;Concluído;Pix;NF-52932;Produto 11;Alimentos;Congelados;328.59;389.84;22.67;13;Fornecedor 9;23/03/2023;True;Cliente 35;cliente35@email.com;(11) 93921-4498;11/04/2022;Varejo;Belo Horizonte;RS;Loja 7;Endereço da Loja 7;Rio de Janeiro;RJ;Sudeste;Gerente 7;01/09/2020;Rua
1276;98;98;13;10;27/02/2023;8.0;836.48;1940.63;27.47;Concluído;Dinheiro;NF-59725;Produto 98;Móveis;Sofás;297.31;873.11;43.9;5;Fornecedor 10;11/06/2022;True;Cliente 13;cliente13@email.com;(11) 94492-9225;09/06/2022;Varejo;Recife;RJ;Loja 10;Endereço da Loja 10;Recife;PE;Sudeste;Gerente 10;11/03/2020;Rua
1277;211;24;50;9;09/06/2023;5.0;836.89;1171.65;45.87;Em processamento;Boleto;NF-89382;Produto 24;Eletrônicos;Smartphones;194.45;823.92;26.4;14;Fornecedor 7;28/06/2023;True;Cliente 50;cliente50@email.com;(11) 91354-3242;19/10/2022;Varejo;Recife;SP;Loja 9;Endereço da Loja 9;Belo Horizonte;MG;Nordeste;Gerente 9;11/07/2016;Rua
1278;87;27;2;9;01/10/2023;9.0;401.36;469.59;14.18;Concluído;Cartão de Crédito;NF-69657;Produto 27;MÓVEIS;Armários;359.46;379.4;21.22;11;Fornecedor 8;05/06/2022;True;Cliente 2;cliente2@email.com;(11) 99253-8540;24/07/2022;Corporativo;Porto Alegre;SP;Loja 9;Endereço da Loja 9;São Paulo;SP;Nordeste;Gerente 9;23/03/2019;Shopping
